,country,lon,lat
1198,Japan,140.324722,37.5825
1199,Japan,140.41,36.55083
1201,Japan,140.52885,36.53717
1202,Japan,136.785306,36.233056
1203,United Kingdom,-1.77976,52.64254
1206,Japan,136.785306,36.233056
1208,Japan,139.399444,36.577222
1209,Japan,140.383333,37.65
1218,Japan,135.84549,34.6846
1220,United States,-122.2367,37.4007
1222,Japan,140.86,38.26
1232,Japan,140.5428,36.56289
1233,Japan,140.77678,36.85362
1239,Japan,140.3664,38.0883
1241,Japan,133.434444,35.03
1242,Japan,133.997222,35.132222
1243,Japan,141.66,39.99
1244,Japan,133.491111,34.886694
1247,Japan,140.67506,36.61325
1249,Japan,140.29784,39.49485
1250,Japan,135.84549,34.6846
1252,Japan,134.125833,35.158333
1253,Japan,140.2589,39.53352
1254,Japan,140.63956,36.57886
1255,Japan,140.29784,39.49485
1256,Japan,140.29784,39.49485
1259,Japan,133.650278,35.353611
1265,Japan,135.8013,35.0289
1271,Japan,134.133611,35.2425
1274,Japan,134,35.160278
1281,Japan,140,37
1285,Japan,140.55724,36.54483
1290,Japan,134.111111,35.161389
1291,Denmark,9.432896,56.827722
1295,Japan,140.55724,36.54483
1299,Japan,140.646,36.60202
1305,Japan,140.58919,39.2939
1306,Japan,133.848056,35.084444
1312,Japan,140.5428,36.56289
1313,Japan,133.833611,35.275833
1317,Japan,135.79846,34.40693
1318,Japan,138.8437,36.905713
1324,Japan,134.282778,35.146667
1327,Japan,139.140556,36.917222
1328,Japan,140.34995,39.61311
1329,Japan,135.79846,34.40693
1330,Japan,135.79846,34.40693
1336,Japan,140,37
1337,Japan,140,37
1338,Japan,140.36012,36.77835
1339,Japan,134.118611,35.170833
1340,Japan,140,37
1341,France,7.68283,48.6131
1344,Japan,140,37
1345,Japan,140,37
1346,Japan,140,37
1351,Japan,140,37
1353,Australia,145.5916,-37.77910004
1357,United Kingdom,-2.22686,53.36166
1360,Japan,139.090582,35.424088
1363,Japan,136.6614,36.51
1370,Japan,140.77678,36.85362
1386,Japan,140.5428,36.56289
1392,Japan,140.646,36.60202
1393,Japan,133.480833,34.948056
1394,Japan,133.544444,35.2425
1395,United Kingdom,-2.61338,51.53305
1396,Japan,140.12735,39.79573
1400,Japan,134.38,35.225833
1411,Japan,140.12735,39.79573
1412,Japan,140.96,40.56
1413,Japan,140.71274,36.71659
1414,Japan,134.055833,35.323056
1415,Austria,14.3128,48.3386
1416,Japan,140.5428,36.56289
1419,Japan,136.783799,36.565164
1420,Denmark,11.626547,55.614393
1424,Austria,14.3128,48.3386
1426,Germany,11.37,48.97
1427,Germany,11.37,48.97
1428,Germany,11.37,48.92
1429,Germany,11.46,48.92
1430,United Kingdom,-3.25361,55.91895
1431,Germany,11.46,48.92
1432,Germany,11.37,48.92
1433,Japan,139.590541,35.424101
1447,Japan,136.68,36.54
1452,Japan,135.79846,34.40693
1458,Japan,134.328056,35.161944
1459,Japan,140.12157,36.29233
1461,United Kingdom,-2.22686,53.36166
1469,Japan,134.101306,35.089361
1473,Japan,133.985,35.240833
1479,Japan,133.592222,35.219722
1506,Japan,37.01,37.01
1507,Japan,34.4,34.4
1509,Japan,34.27,34.27
1511,Japan,135.84549,34.6846
1512,Japan,34.5,34.5
1513,Japan,36.52,36.52
1514,Japan,133.628056,35.248056
1521,Japan,136.75849,36.53664
1527,Japan,140.24683,36.30749
1528,Japan,140.26382,36.28173
1529,Japan,134.133722,35.247222
1546,Japan,135.8013,35.0289
1554,Japan,34.52,34.52
1563,Japan,139.06559,35.224115
1565,Japan,133.531306,35.2175
1609,Japan,133.531306,35.2175
1614,Japan,140.1763,36.29126
1628,Japan,139.078088,35.199117
1632,Japan,139.565541,35.549085
1640,United Kingdom,-2.61482,51.53304
1649,Japan,140.26614,40.02608
1652,Japan,133.348889,35.015833
1653,Japan,133.791944,35.228611
1654,Japan,35.15,35.15
1655,Japan,133.778056,35.200833
1657,Denmark,12.454659,56.038621
1658,Japan,140.25769,36.38258
1659,Japan,140.25769,36.38258
1660,France,7.20425,47.7299
1663,United Kingdom,-2.82613,53.26912
1665,United Kingdom,-2.82613,53.26912
1669,United Kingdom,-2.82613,53.26912
1672,Japan,139.590536,35.599078
1673,Australia,145.3578,-37.8322
1686,United States,-90.25,38.6
1687,Japan,35.26,35.26
1689,United States,-90.25,38.6
1690,Japan,35.01,35.01
1691,United States,-90.25,38.6
1694,United States,-90.25,38.6
1696,Japan,138.949444,36.838889
1699,Japan,134.094722,35.184167
1703,United States,-90.25,38.6
1705,Japan,35.31,35.31
1710,Japan,133.901056,34.970917
1711,United States,-90.25,38.6
1712,United States,-90.25,38.6
1713,United States,-90.25,38.6
1716,Japan,34.4,34.4
1717,United States,-90.25,38.6
1719,United States,-90.25,38.6
1720,United States,-90.25,38.6
1738,Japan,134.327222,35.108333
1742,Japan,33.44,33.44
1754,Japan,35.15,35.15
1755,Japan,34.41,34.41
1757,Japan,34.4,34.4
1758,United Kingdom,-1.92754,52.64272
1759,Japan,135.84549,34.6846
1761,Japan,138.07,36.86
1762,United States,-90.25,38.6
1763,Japan,135.84549,34.6846
1764,Japan,34.41,34.41
1769,Japan,34.4,34.4
1770,Japan,36.12,36.12
1775,New Zealand,175.104,-39.8858
1776,New Zealand,175.104,-39.8858
1777,Japan,35.15,35.15
1783,Japan,32.23,32.23
1784,Japan,140.466667,37.666667
1785,United Kingdom,-2.64435,52.64548
1786,Japan,134.3275,35.108333
1787,Australia,145.35,-37.9
1790,United Kingdom,-2.64435,52.64548
1791,Australia,145.35,-37.9
1792,United Kingdom,-3.46869,55.99969
1793,Japan,134.350278,35.113611
1794,Japan,140.466667,37.666667
1795,United Kingdom,-3.46869,55.99969
1801,Australia,138.7330431,-34.99428132
1805,Japan,140.92,37.41
1808,Japan,34.33,34.33
1810,Japan,34.4,34.4
1812,Japan,136.51924,36.313015
1815,Japan,139.088506,35.199118
1817,Japan,35.16,35.16
1818,Japan,35.42,35.42
1819,Japan,139.190574,35.307441
1826,Japan,33.47,33.47
1827,Japan,133.562694,34.935361
1835,Japan,139.575959,35.458263
1846,Japan,133.562694,34.935361
1850,Japan,35.24,35.24
1852,South Korea,128.47111,38.16611
1857,Japan,139.628037,35.240789
1858,Japan,34.32,34.32
1866,Japan,134.366944,35.261944
1867,Canada,-122.95,49.266667
1868,Japan,139.120169,35.239949
1869,Canada,-122.95,49.266667
1870,Japan,35.31,35.31
1875,Japan,135.8013,35.0289
1876,New Zealand,174.766667,-36.866667
1877,New Zealand,174.766667,-36.9
1879,Japan,34.52,34.52
1880,Japan,34.36,34.36
1883,Japan,34.36,34.36
1899,Japan,136.577342,36.011541
1905,Japan,35.32,35.32
1924,Japan,38.53,38.53
1939,Japan,35.32,35.32
1949,Japan,35.4,35.4
1950,Japan,136.577342,36.011541
1960,Japan,140.32,36.98
1971,Japan,134.066667,33.883333
1974,Japan,134.158611,35.170278
1985,Japan,35.24,35.24
1986,Japan,133.531306,35.2175
1987,Japan,34.13,34.13
1994,Japan,33.27,33.27
1996,Japan,140.68,39.44
1997,Japan,133.547944,35.228333
2001,Japan,34.51,34.51
2002,Japan,140.09621,36.20798
2005,Japan,35.24,35.24
2006,Japan,140.09621,36.20798
2007,Japan,140.09621,36.20798
2008,Japan,139.253067,35.457424
2009,United Kingdom,-3.41928,55.96432
2011,Japan,139.240569,35.449091
2012,United Kingdom,-3.41928,55.96432
2013,Japan,35.24,35.24
2014,Japan,141.516667,38.3
2015,New Zealand,174.766667,-36.85
2016,New Zealand,174.583333,-36.9
2017,China,115.785877,29.599068
2018,China,115.989221,29.671778
2022,Spain,-2.68,42.84
2026,Spain,-2.94,43.26
2032,Japan,35.09,35.09
2034,Japan,34.57,34.57
2038,Japan,139.165573,35.515748
2043,Japan,139.115579,35.457419
2045,Japan,34.57,34.57
2052,Japan,133.988889,35.330556
2057,United States,-90.258611,38.610833
2058,Japan,139.9324,36.79921
2059,Japan,139.9324,36.79921
2060,Japan,35.32,35.32
2061,Japan,139.9324,36.79921
2062,Canada,-123.233333,49.25
2065,Japan,35.1,35.1
2068,Japan,35.32,35.32
2074,Japan,34.51,34.51
2075,Japan,34.51,34.51
2077,Japan,34.52,34.52
2078,Japan,34.5,34.5
2081,Japan,35.26,35.26
2084,Japan,34.52,34.52
2093,Japan,35.24,35.24
2094,Japan,140.73,38.38
2097,Japan,35.03,35.03
2100,Japan,35.22,35.22
2104,Japan,34.46,34.46
2105,Japan,35.12,35.12
2106,Japan,34.53,34.53
2108,Japan,35.24,35.24
2113,Japan,35.25,35.25
2115,Japan,35.25,35.25
2117,Japan,141.5,37.77
2120,Japan,34.58,34.58
2122,Japan,35.19,35.19
2123,Spain,-2.156,43.255001
2127,Japan,34.47,34.47
2130,Japan,35.24,35.24
2132,Japan,35.25,35.25
2139,Japan,35.36,35.36
2150,Japan,135.79846,34.40693
2151,Japan,35.04,35.04
2153,Japan,139.440278,38.195
2154,Japan,34.51,34.51
2156,Japan,133.990139,35.128972
2157,United States,-77.0575,38.8994
2160,Japan,138.542404,35.91509
2163,Japan,35.19,35.19
2166,Japan,135.79846,34.40693
2170,Japan,34.51,34.51
2171,Japan,35.24,35.24
2173,Japan,137.846633,36.674744
2174,Japan,139.066389,36.779722
2177,Japan,137.863889,36.890833
